ID,Description_lang,TierID,Flags,ColumnIndex,TabID,ClassID,SpecID,SpellID,OverridesSpellID,RequiredSpellID,CategoryMask_0,CategoryMask_1,SpellRank_0,SpellRank_1,SpellRank_2,SpellRank_3,SpellRank_4,SpellRank_5,SpellRank_6,SpellRank_7,SpellRank_8,PrereqTalent_0,PrereqTalent_1,PrereqTalent_2,PrereqRank_0,PrereqRank_1,PrereqRank_2
1311,,0,0,2,362,0,0,0,0,0,0,0,19295,19297,19298,19301,19300,0,0,0,0,0,0,0,0,0,0
1312,,4,1,2,362,0,0,0,0,0,0,0,19306,0,0,0,0,0,0,0,0,1308,0,0,0,0,0
1321,,4,0,1,362,0,0,0,0,0,0,0,19370,19371,19373,0,0,0,0,0,0,0,0,0,0,0,0
1322,,3,0,0,362,0,0,0,0,0,0,0,19376,19377,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,,6,1,1,362,0,0,0,0,0,0,0,19386,0,0,0,0,0,0,0,0,1321,0,0,2,0,0
1341,,0,0,1,363,0,0,0,0,0,0,0,19407,19412,19413,19414,19415,0,0,0,0,0,0,0,0,0,0
1342,,0,0,2,363,0,0,0,0,0,0,0,19416,19417,19418,19419,19420,0,0,0,0,0,0,0,0,0,0
1343,,1,0,1,363,0,0,0,0,0,0,0,19421,19422,19423,19424,19425,0,0,0,0,0,0,0,0,0,0
1344,,1,0,2,363,0,0,0,0,0,0,0,19426,19427,19429,19430,19431,0,0,0,0,0,0,0,0,0,0
1345,,2,1,0,363,0,0,0,0,0,0,0,19434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,,2,0,1,363,0,0,0,0,0,0,0,19454,19455,19456,19457,19458,0,0,0,0,0,0,0,0,0,0
1347,,4,0,1,363,0,0,0,0,0,0,0,19461,19462,24691,0,0,0,0,0,0,0,0,0,0,0,0
1348,,3,0,1,363,0,0,0,0,0,0,0,19464,19465,19466,19467,19468,0,0,0,0,0,0,0,0,0,0
1349,,3,0,2,363,0,0,0,0,0,0,0,19485,19487,19488,19489,19490,0,0,0,0,1344,0,0,4,0,0
1351,,4,0,2,363,0,0,0,0,0,0,0,19491,19493,19494,0,0,0,0,0,0,0,0,0,0,0,0
1352,,2,0,3,363,0,0,0,0,0,0,0,19498,19499,19500,0,0,0,0,0,0,0,0,0,0,0,0
1353,,4,1,0,363,0,0,0,0,0,0,0,19503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,,6,1,1,363,0,0,0,0,0,0,0,19506,0,0,0,0,0,0,0,0,1347,0,0,2,0,0
1362,,5,0,2,363,0,0,0,0,0,0,0,19507,19508,19509,19510,19511,0,0,0,0,0,0,0,0,0,0
1381,,1,0,1,361,0,0,0,0,0,0,0,19549,19550,19551,24386,24387,0,0,0,0,0,0,0,0,0,0
1382,,0,0,1,361,0,0,0,0,0,0,0,19552,19553,19554,19555,19556,0,0,0,0,0,0,0,0,0,0
1384,,2,0,0,361,0,0,0,0,0,0,0,19559,19560,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,,3,0,1,361,0,0,0,0,0,0,0,19572,19573,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,,6,1,1,361,0,0,0,0,0,0,0,19574,0,0,0,0,0,0,0,0,1387,0,0,0,0,0
1387,,4,1,1,361,0,0,0,0,0,0,0,19577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,,4,0,0,361,0,0,0,0,0,0,0,19578,20895,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,,0,0,2,361,0,0,0,0,0,0,0,19583,19584,19585,19586,19587,0,0,0,0,0,0,0,0,0,0
1390,,4,0,3,361,0,0,0,0,0,0,0,19590,19592,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,,2,0,1,361,0,0,0,0,0,0,0,19596,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,,3,0,2,361,0,0,0,0,0,0,0,19598,19599,19600,19601,19602,0,0,0,0,0,0,0,0,0,0
1395,,1,0,2,361,0,0,0,0,0,0,0,19609,19610,19612,0,0,0,0,0,0,0,0,0,0,0,0
1396,,2,0,2,361,0,0,0,0,0,0,0,19616,19617,19618,19619,19620,0,0,0,0,0,0,0,0,0,0
1397,,5,0,2,361,0,0,0,0,0,0,0,19621,19622,19623,19624,19625,0,0,0,0,1393,0,0,4,0,0
1561,,4,1,1,202,0,0,0,0,0,0,0,20711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,,1,0,1,362,0,0,0,0,0,0,0,19159,19160,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,,2,0,1,362,0,0,0,0,0,0,0,19255,19256,19257,19258,19259,0,0,0,0,0,0,0,0,0,0
1623,,0,0,0,362,0,0,0,0,0,0,0,24293,24294,24295,0,0,0,0,0,0,0,0,0,0,0,0
1624,,1,0,0,361,0,0,0,0,0,0,0,19557,19558,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,,1,0,3,361,0,0,0,0,0,0,0,24443,19575,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,,3,0,0,202,0,0,0,0,0,0,0,27789,27790,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,,2,0,1,202,0,0,0,0,0,0,0,27811,27815,27816,0,0,0,0,0,0,0,0,0,0,0,0
1637,,6,1,1,202,0,0,0,0,0,0,0,724,0,0,0,0,0,0,0,0,1561,0,0,0,0,0
1638,,4,0,2,203,0,0,0,0,0,0,0,27839,27840,0,0,0,0,0,0,0,484,0,0,0,0,0
1640,,1,0,1,261,0,0,0,0,0,0,0,28996,28997,28998,0,0,0,0,0,0,0,0,0,0,0,0
1641,,4,0,0,261,0,0,0,0,0,0,0,28999,29000,0,0,0,0,0,0,0,0,0,0,0,0,0
1642,,3,0,1,261,0,0,0,0,0,0,0,29062,29064,29065,0,0,0,0,0,0,0,0,0,0,0,0
1643,,5,0,2,263,0,0,0,0,0,0,0,29082,29084,29086,29087,29088,0,0,0,0,0,0,0,0,0,0
1645,,3,0,3,261,0,0,0,0,0,0,0,30160,29179,29180,0,0,0,0,0,0,0,0,0,0,0,0
1646,,2,0,3,262,0,0,0,0,0,0,0,29187,29189,29191,0,0,0,0,0,0,0,0,0,0,0,0
1647,,4,0,0,263,0,0,0,0,0,0,0,29192,29193,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,,4,0,0,262,0,0,0,0,0,0,0,29206,29205,29202,0,0,0,0,0,0,0,0,0,0,0,0
1700,,1,0,0,183,0,0,0,0,0,0,0,30892,30893,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,,4,0,0,183,0,0,0,0,0,0,0,30894,30895,0,0,0,0,0,0,0,0,0,0,0,0,0
1702,,5,0,2,183,0,0,0,0,0,0,0,30902,30903,30904,30905,30906,0,0,0,0,0,0,0,0,0,0
1703,,5,0,1,181,0,0,0,0,0,0,0,30919,30920,0,0,0,0,0,0,0,223,0,0,0,0,0
